AircraftType,corridor,month,seasonality_index,cluster_label,slab,intensity
Super Mid,Seattle -> Boston,Dec,0.49,summer-peak,< 0.5x,0
Super Mid,Seattle -> Charlotte,Jan,0.83,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Charlotte,Feb,0.49,summer-peak,< 0.5x,0
Super Mid,Seattle -> Charlotte,Mar,0.59,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Charlotte,Apr,0.93,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Charlotte,May,0.69,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Charlotte,Jun,1.67,summer-peak,>= 1.6x,5
Super Mid,Seattle -> Charlotte,Jul,1.57,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Charlotte,Aug,0.98,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Charlotte,Sep,1.32,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Charlotte,Oct,1.42,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Charlotte,Nov,0.73,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Charlotte,Dec,0.78,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Chicago,Jan,0.67,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Chicago,Feb,0.59,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Chicago,Mar,0.77,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Chicago,Apr,0.8,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Chicago,May,1.03,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Chicago,Jun,1.24,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Chicago,Jul,1.41,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Chicago,Aug,1.24,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Chicago,Sep,1.19,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Chicago,Oct,1.28,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Chicago,Nov,0.95,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Chicago,Dec,0.83,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Dallas,Jan,0.8,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Dallas,Feb,0.68,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Dallas,Mar,0.9,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Dallas,Apr,0.79,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Dallas,May,0.98,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Dallas,Jun,1.04,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Dallas,Jul,1.34,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Dallas,Aug,1.61,summer-peak,>= 1.6x,5
Super Mid,Seattle -> Dallas,Sep,1.2,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Dallas,Oct,0.96,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Dallas,Nov,0.87,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Dallas,Dec,0.85,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Denver,Jan,1.17,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Denver,Feb,0.29,summer-peak,< 0.5x,0
Super Mid,Seattle -> Denver,Mar,0.88,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Denver,Apr,0.29,summer-peak,< 0.5x,0
Super Mid,Seattle -> Denver,May,0.88,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Denver,Jun,0.59,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Denver,Jul,1.46,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Denver,Aug,2.93,summer-peak,>= 1.6x,5
Super Mid,Seattle -> Denver,Sep,1.76,summer-peak,>= 1.6x,5
Super Mid,Seattle -> Denver,Oct,1.17,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Denver,Nov,0.59,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Denver,Dec,0.0,summer-peak,< 0.5x,0
Super Mid,Seattle -> Detroit,Jan,0.54,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Detroit,Feb,0.57,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Detroit,Mar,0.47,summer-peak,< 0.5x,0
Super Mid,Seattle -> Detroit,Apr,0.54,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Detroit,May,1.01,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Detroit,Jun,1.21,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Detroit,Jul,1.31,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Detroit,Aug,2.11,summer-peak,>= 1.6x,5
Super Mid,Seattle -> Detroit,Sep,1.54,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Detroit,Oct,1.27,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Detroit,Nov,0.6,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Detroit,Dec,0.84,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> LA Basin,Jan,0.14,summer-peak,< 0.5x,0
Super Mid,Seattle -> LA Basin,Feb,0.68,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> LA Basin,Mar,0.27,summer-peak,< 0.5x,0
Super Mid,Seattle -> LA Basin,Apr,0.89,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> LA Basin,May,0.55,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> LA Basin,Jun,1.57,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> LA Basin,Jul,1.16,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> LA Basin,Aug,2.05,summer-peak,>= 1.6x,5
Super Mid,Seattle -> LA Basin,Sep,1.3,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> LA Basin,Oct,1.36,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> LA Basin,Nov,0.82,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> LA Basin,Dec,1.23,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Minneapolis,Jan,0.52,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Minneapolis,Feb,0.63,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Minneapolis,Mar,0.71,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Minneapolis,Apr,1.0,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Minneapolis,May,1.19,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Minneapolis,Jun,1.3,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Minneapolis,Jul,1.3,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Minneapolis,Aug,1.37,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Minneapolis,Sep,1.34,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Minneapolis,Oct,1.26,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Minneapolis,Nov,0.89,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Minneapolis,Dec,0.48,summer-peak,< 0.5x,0
Super Mid,Seattle -> Nashville,Jan,0.73,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Nashville,Feb,0.5,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Nashville,Mar,0.77,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Nashville,Apr,1.08,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Nashville,May,1.58,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Nashville,Jun,0.77,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Nashville,Jul,1.23,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Nashville,Aug,1.23,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Nashville,Sep,1.35,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Nashville,Oct,1.16,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Nashville,Nov,0.54,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Nashville,Dec,1.04,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> New York City,Jan,0.81,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> New York City,Feb,0.75,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> New York City,Mar,0.69,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> New York City,Apr,0.73,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> New York City,May,0.91,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> New York City,Jun,1.04,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> New York City,Jul,1.48,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> New York City,Aug,1.37,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> New York City,Sep,1.51,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> New York City,Oct,0.91,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> New York City,Nov,0.86,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> New York City,Dec,0.95,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Philadelphia,Jan,0.8,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Philadelphia,Feb,0.73,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Philadelphia,Mar,0.66,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Philadelphia,Apr,0.8,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Philadelphia,May,1.32,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Philadelphia,Jun,1.1,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Philadelphia,Jul,1.24,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Philadelphia,Aug,1.32,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Philadelphia,Sep,1.02,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Philadelphia,Oct,1.32,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Philadelphia,Nov,0.66,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Philadelphia,Dec,1.02,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Pittsburgh,Jan,0.32,summer-peak,< 0.5x,0
Super Mid,Seattle -> Pittsburgh,Feb,0.26,summer-peak,< 0.5x,0
Super Mid,Seattle -> Pittsburgh,Mar,0.7,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> Pittsburgh,Apr,0.51,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> Pittsburgh,May,1.47,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Pittsburgh,Jun,1.47,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> Pittsburgh,Jul,1.15,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Pittsburgh,Aug,1.6,summer-peak,>= 1.6x,5
Super Mid,Seattle -> Pittsburgh,Sep,1.21,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Pittsburgh,Oct,1.21,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Pittsburgh,Nov,1.09,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> Pittsburgh,Dec,1.02,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> St. Louis,Jan,0.62,summer-peak,0.5x-0.7x,1
Super Mid,Seattle -> St. Louis,Feb,0.83,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> St. Louis,Mar,0.76,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> St. Louis,Apr,1.02,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> St. Louis,May,0.94,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> St. Louis,Jun,0.94,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> St. Louis,Jul,1.74,summer-peak,>= 1.6x,5
Super Mid,Seattle -> St. Louis,Aug,1.23,summer-peak,1.0x-1.3x,3
Super Mid,Seattle -> St. Louis,Sep,0.98,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> St. Louis,Oct,1.38,summer-peak,1.3x-1.6x,4
Super Mid,Seattle -> St. Louis,Nov,0.73,summer-peak,0.7x-1.0x,2
Super Mid,Seattle -> St. Louis,Dec,0.83,summer-peak,0.7x-1.0x,2
Super Mid,St. Louis -> Boston,Jan,0.07,summer-peak,< 0.5x,0
Super Mid,St. Louis -> Boston,Feb,0.27,summer-peak,< 0.5x,0
Super Mid,St. Louis -> Boston,Mar,0.27,summer-peak,< 0.5x,0
Super Mid,St. Louis -> Boston,Apr,0.67,summer-peak,0.5x-0.7x,1
Super Mid,St. Louis -> Boston,May,0.94,summer-peak,0.7x-1.0x,2
Super Mid,St. Louis -> Boston,Jun,1.94,summer-peak,>= 1.6x,5
Super Mid,St. Louis -> Boston,Jul,2.08,summer-peak,>= 1.6x,5
Super Mid,St. Louis -> Boston,Aug,1.81,summer-peak,>= 1.6x,5
Super Mid,St. Louis -> Boston,Sep,1.41,summer-peak,1.3x-1.6x,4
Super Mid,St. Louis -> Boston,Oct,1.54,summer-peak,1.3x-1.6x,4
Super Mid,St. Louis -> Boston,Nov,0.6,summer-peak,0.5x-0.7x,1
Super Mid,St. Louis -> Boston,Dec,0.4,summer-peak,< 0.5x,0
Super Mid,St. Louis -> New York City,Jan,0.07,summer-peak,< 0.5x,0
Super Mid,St. Louis -> New York City,Feb,0.46,summer-peak,< 0.5x,0
Super Mid,St. Louis -> New York City,Mar,0.4,summer-peak,< 0.5x,0
Super Mid,St. Louis -> New York City,Apr,0.59,summer-peak,0.5x-0.7x,1
Super Mid,St. Louis -> New York City,May,1.12,summer-peak,1.0x-1.3x,3
Super Mid,St. Louis -> New York City,Jun,2.11,summer-peak,>= 1.6x,5
Super Mid,St. Louis -> New York City,Jul,1.19,summer-peak,1.0x-1.3x,3
Super Mid,St. Louis -> New York City,Aug,1.52,summer-peak,1.3x-1.6x,4
Super Mid,St. Louis -> New York City,Sep,1.98,summer-peak,>= 1.6x,5
Super Mid,St. Louis -> New York City,Oct,1.65,summer-peak,>= 1.6x,5
Super Mid,St. Louis -> New York City,Nov,0.46,summer-peak,< 0.5x,0
Super Mid,St. Louis -> New York City,Dec,0.46,summer-peak,< 0.5x,0
Super Mid,Atlanta -> Dallas,Jan,1.12,winter-spring-peak,1.0x-1.3x,3
Super Mid,Atlanta -> Dallas,Feb,1.4,winter-spring-peak,1.3x-1.6x,4
Super Mid,Atlanta -> Dallas,Mar,1.12,winter-spring-peak,1.0x-1.3x,3
Super Mid,Atlanta -> Dallas,Apr,2.23,winter-spring-peak,>= 1.6x,5
Super Mid,Atlanta -> Dallas,May,2.51,winter-spring-peak,>= 1.6x,5
Super Mid,Atlanta -> Dallas,Jun,0.0,winter-spring-peak,< 0.5x,0
Super Mid,Atlanta -> Dallas,Jul,0.28,winter-spring-peak,< 0.5x,0
Super Mid,Atlanta -> Dallas,Aug,0.28,winter-spring-peak,< 0.5x,0
Super Mid,Atlanta -> Dallas,Sep,0.28,winter-spring-peak,< 0.5x,0
Super Mid,Atlanta -> Dallas,Oct,0.56,winter-spring-peak,0.5x-0.7x,1
Super Mid,Atlanta -> Dallas,Nov,1.12,winter-spring-peak,1.0x-1.3x,3
Super Mid,Atlanta -> Dallas,Dec,1.12,winter-spring-peak,1.0x-1.3x,3
Super Mid,Atlanta -> San Antonio,Jan,2.27,winter-spring-peak,>= 1.6x,5
Super Mid,Atlanta -> San Antonio,Feb,1.01,winter-spring-peak,1.0x-1.3x,3
Super Mid,Atlanta -> San Antonio,Mar,1.26,winter-spring-peak,1.0x-1.3x,3
Super Mid,Atlanta -> San Antonio,Apr,2.78,winter-spring-peak,>= 1.6x,5
Super Mid,Atlanta -> San Antonio,May,0.88,winter-spring-peak,0.7x-1.0x,2
Super Mid,Atlanta -> San Antonio,Jun,0.0,winter-spring-peak,< 0.5x,0
Super Mid,Atlanta -> San Antonio,Jul,0.13,winter-spring-peak,< 0.5x,0
Super Mid,Atlanta -> San Antonio,Aug,0.38,winter-spring-peak,< 0.5x,0
Super Mid,Atlanta -> San Antonio,Sep,0.88,winter-spring-peak,0.7x-1.0x,2
Super Mid,Atlanta -> San Antonio,Oct,0.38,winter-spring-peak,< 0.5x,0
Super Mid,Atlanta -> San Antonio,Nov,1.52,winter-spring-peak,1.3x-1.6x,4
Super Mid,Atlanta -> San Antonio,Dec,0.51,winter-spring-peak,0.5x-0.7x,1
Super Mid,Bay Area -> South Florida,Jan,1.36,winter-spring-peak,1.3x-1.6x,4
Super Mid,Bay Area -> South Florida,Feb,1.2,winter-spring-peak,1.0x-1.3x,3
Super Mid,Bay Area -> South Florida,Mar,1.1,winter-spring-peak,1.0x-1.3x,3
Super Mid,Bay Area -> South Florida,Apr,1.0,winter-spring-peak,1.0x-1.3x,3
Super Mid,Bay Area -> South Florida,May,0.77,winter-spring-peak,0.7x-1.0x,2
Super Mid,Bay Area -> South Florida,Jun,0.62,winter-spring-peak,0.5x-0.7x,1
Super Mid,Bay Area -> South Florida,Jul,0.57,winter-spring-peak,0.5x-0.7x,1
Super Mid,Bay Area -> South Florida,Aug,0.75,winter-spring-peak,0.7x-1.0x,2
Super Mid,Bay Area -> South Florida,Sep,0.71,winter-spring-peak,0.7x-1.0x,2
Super Mid,Bay Area -> South Florida,Oct,1.26,winter-spring-peak,1.0x-1.3x,3
Super Mid,Bay Area -> South Florida,Nov,1.35,winter-spring-peak,1.3x-1.6x,4
Super Mid,Bay Area -> South Florida,Dec,1.3,winter-spring-peak,1.3x-1.6x,4
Super Mid,Boston -> South Florida,Jan,1.22,winter-spring-peak,1.0x-1.3x,3
Super Mid,Boston -> South Florida,Feb,1.13,winter-spring-peak,1.0x-1.3x,3
Super Mid,Boston -> South Florida,Mar,1.22,winter-spring-peak,1.0x-1.3x,3
Super Mid,Boston -> South Florida,Apr,1.13,winter-spring-peak,1.0x-1.3x,3
Super Mid,Boston -> South Florida,May,0.83,winter-spring-peak,0.7x-1.0x,2
Super Mid,Boston -> South Florida,Jun,0.6,winter-spring-peak,0.5x-0.7x,1
Super Mid,Boston -> South Florida,Jul,0.67,winter-spring-peak,0.5x-0.7x,1
Super Mid,Boston -> South Florida,Aug,0.69,winter-spring-peak,0.5x-0.7x,1
Super Mid,Boston -> South Florida,Sep,0.7,winter-spring-peak,0.7x-1.0x,2
Super Mid,Boston -> South Florida,Oct,1.27,winter-spring-peak,1.0x-1.3x,3
Super Mid,Boston -> South Florida,Nov,1.17,winter-spring-peak,1.0x-1.3x,3
Super Mid,Boston -> South Florida,Dec,1.37,winter-spring-peak,1.3x-1.6x,4
Super Mid,Charlotte -> Dallas,Jan,1.33,winter-spring-peak,1.3x-1.6x,4
Super Mid,Charlotte -> Dallas,Feb,1.45,winter-spring-peak,1.3x-1.6x,4
Super Mid,Charlotte -> Dallas,Mar,1.38,winter-spring-peak,1.3x-1.6x,4
Super Mid,Charlotte -> Dallas,Apr,1.86,winter-spring-peak,>= 1.6x,5
Super Mid,Charlotte -> Dallas,May,1.31,winter-spring-peak,1.3x-1.6x,4
Super Mid,Charlotte -> Dallas,Jun,0.46,winter-spring-peak,< 0.5x,0
Super Mid,Charlotte -> Dallas,Jul,0.25,winter-spring-peak,< 0.5x,0
Super Mid,Charlotte -> Dallas,Aug,0.34,winter-spring-peak,< 0.5x,0
Super Mid,Charlotte -> Dallas,Sep,0.48,winter-spring-peak,< 0.5x,0
Super Mid,Charlotte -> Dallas,Oct,0.8,winter-spring-peak,0.7x-1.0x,2
Super Mid,Charlotte -> Dallas,Nov,1.03,winter-spring-peak,1.0x-1.3x,3
Super Mid,Charlotte -> Dallas,Dec,1.29,winter-spring-peak,1.0x-1.3x,3
Super Mid,Charlotte -> Houston,Jan,1.44,winter-spring-peak,1.3x-1.6x,4
Super Mid,Charlotte -> Houston,Feb,1.51,winter-spring-peak,1.3x-1.6x,4
Super Mid,Charlotte -> Houston,Mar,1.8,winter-spring-peak,>= 1.6x,5
Super Mid,Charlotte -> Houston,Apr,1.22,winter-spring-peak,1.0x-1.3x,3
Super Mid,Charlotte -> Houston,May,1.72,winter-spring-peak,>= 1.6x,5
Super Mid,Charlotte -> Houston,Jun,0.65,winter-spring-peak,0.5x-0.7x,1
Super Mid,Charlotte -> Houston,Jul,0.29,winter-spring-peak,< 0.5x,0
Super Mid,Charlotte -> Houston,Aug,0.14,winter-spring-peak,< 0.5x,0
Super Mid,Charlotte -> Houston,Sep,0.43,winter-spring-peak,< 0.5x,0
Super Mid,Charlotte -> Houston,Oct,0.57,winter-spring-peak,0.5x-0.7x,1
Super Mid,Charlotte -> Houston,Nov,1.15,winter-spring-peak,1.0x-1.3x,3
Super Mid,Charlotte -> Houston,Dec,1.08,winter-spring-peak,1.0x-1.3x,3
Super Mid,Chicago -> Dallas,Jan,0.97,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> Dallas,Feb,1.3,winter-spring-peak,1.3x-1.6x,4
Super Mid,Chicago -> Dallas,Mar,0.97,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> Dallas,Apr,1.62,winter-spring-peak,>= 1.6x,5
Super Mid,Chicago -> Dallas,May,1.62,winter-spring-peak,>= 1.6x,5
Super Mid,Chicago -> Dallas,Jun,0.97,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> Dallas,Jul,0.0,winter-spring-peak,< 0.5x,0
Super Mid,Chicago -> Dallas,Aug,0.97,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> Dallas,Sep,0.97,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> Dallas,Oct,0.0,winter-spring-peak,< 0.5x,0
Super Mid,Chicago -> Dallas,Nov,1.62,winter-spring-peak,>= 1.6x,5
Super Mid,Chicago -> Dallas,Dec,0.97,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> Houston,Jan,2.09,winter-spring-peak,>= 1.6x,5
Super Mid,Chicago -> Houston,Feb,0.87,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> Houston,Mar,0.87,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> Houston,Apr,0.87,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> Houston,May,1.57,winter-spring-peak,1.3x-1.6x,4
Super Mid,Chicago -> Houston,Jun,1.65,winter-spring-peak,>= 1.6x,5
Super Mid,Chicago -> Houston,Jul,0.7,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> Houston,Aug,0.26,winter-spring-peak,< 0.5x,0
Super Mid,Chicago -> Houston,Sep,0.43,winter-spring-peak,< 0.5x,0
Super Mid,Chicago -> Houston,Oct,0.35,winter-spring-peak,< 0.5x,0
Super Mid,Chicago -> Houston,Nov,0.87,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> Houston,Dec,1.48,winter-spring-peak,1.3x-1.6x,4
Super Mid,Chicago -> San Antonio,Jan,1.26,winter-spring-peak,1.0x-1.3x,3
Super Mid,Chicago -> San Antonio,Feb,0.92,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> San Antonio,Mar,0.92,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> San Antonio,Apr,1.95,winter-spring-peak,>= 1.6x,5
Super Mid,Chicago -> San Antonio,May,1.49,winter-spring-peak,1.3x-1.6x,4
Super Mid,Chicago -> San Antonio,Jun,0.57,winter-spring-peak,0.5x-0.7x,1
Super Mid,Chicago -> San Antonio,Jul,0.46,winter-spring-peak,< 0.5x,0
Super Mid,Chicago -> San Antonio,Aug,0.23,winter-spring-peak,< 0.5x,0
Super Mid,Chicago -> San Antonio,Sep,0.75,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> San Antonio,Oct,0.46,winter-spring-peak,< 0.5x,0
Super Mid,Chicago -> San Antonio,Nov,1.78,winter-spring-peak,>= 1.6x,5
Super Mid,Chicago -> San Antonio,Dec,1.21,winter-spring-peak,1.0x-1.3x,3
Super Mid,Chicago -> South Florida,Jan,1.29,winter-spring-peak,1.0x-1.3x,3
Super Mid,Chicago -> South Florida,Feb,1.25,winter-spring-peak,1.0x-1.3x,3
Super Mid,Chicago -> South Florida,Mar,1.37,winter-spring-peak,1.3x-1.6x,4
Super Mid,Chicago -> South Florida,Apr,1.04,winter-spring-peak,1.0x-1.3x,3
Super Mid,Chicago -> South Florida,May,0.8,winter-spring-peak,0.7x-1.0x,2
Super Mid,Chicago -> South Florida,Jun,0.52,winter-spring-peak,0.5x-0.7x,1
Super Mid,Chicago -> South Florida,Jul,0.61,winter-spring-peak,0.5x-0.7x,1
Super Mid,Chicago -> South Florida,Aug,0.57,winter-spring-peak,0.5x-0.7x,1
Super Mid,Chicago -> South Florida,Sep,0.56,winter-spring-peak,0.5x-0.7x,1
Super Mid,Chicago -> South Florida,Oct,1.11,winter-spring-peak,1.0x-1.3x,3
Super Mid,Chicago -> South Florida,Nov,1.27,winter-spring-peak,1.0x-1.3x,3
Super Mid,Chicago -> South Florida,Dec,1.61,winter-spring-peak,>= 1.6x,5
Super Mid,DMV -> Minneapolis,Jan,1.62,winter-spring-peak,>= 1.6x,5
Super Mid,DMV -> Minneapolis,Feb,1.11,winter-spring-peak,1.0x-1.3x,3
Super Mid,DMV -> Minneapolis,Mar,1.02,winter-spring-peak,1.0x-1.3x,3
Super Mid,DMV -> Minneapolis,Apr,0.94,winter-spring-peak,0.7x-1.0x,2
Super Mid,DMV -> Minneapolis,May,0.77,winter-spring-peak,0.7x-1.0x,2
Super Mid,DMV -> Minneapolis,Jun,0.94,winter-spring-peak,0.7x-1.0x,2
Super Mid,DMV -> Minneapolis,Jul,0.68,winter-spring-peak,0.5x-0.7x,1
Super Mid,DMV -> Minneapolis,Aug,0.85,winter-spring-peak,0.7x-1.0x,2
Super Mid,DMV -> Minneapolis,Sep,0.34,winter-spring-peak,< 0.5x,0
Super Mid,DMV -> Minneapolis,Oct,1.19,winter-spring-peak,1.0x-1.3x,3
Super Mid,DMV -> Minneapolis,Nov,0.94,winter-spring-peak,0.7x-1.0x,2
Super Mid,DMV -> Minneapolis,Dec,1.62,winter-spring-peak,>= 1.6x,5
Super Mid,DMV -> South Florida,Jan,3.31,winter-spring-peak,>= 1.6x,5
Super Mid,DMV -> South Florida,Feb,1.46,winter-spring-peak,1.3x-1.6x,4
Super Mid,DMV -> South Florida,Mar,1.39,winter-spring-peak,1.3x-1.6x,4
Super Mid,DMV -> South Florida,Apr,0.78,winter-spring-peak,0.7x-1.0x,2
Super Mid,DMV -> South Florida,May,0.57,winter-spring-peak,0.5x-0.7x,1
Super Mid,DMV -> South Florida,Jun,0.14,winter-spring-peak,< 0.5x,0
Super Mid,DMV -> South Florida,Jul,0.18,winter-spring-peak,< 0.5x,0
Super Mid,DMV -> South Florida,Aug,0.21,winter-spring-peak,< 0.5x,0
Super Mid,DMV -> South Florida,Sep,0.32,winter-spring-peak,< 0.5x,0
Super Mid,DMV -> South Florida,Oct,0.43,winter-spring-peak,< 0.5x,0
Super Mid,DMV -> South Florida,Nov,1.5,winter-spring-peak,1.3x-1.6x,4
Super Mid,DMV -> South Florida,Dec,1.71,winter-spring-peak,>= 1.6x,5
Super Mid,DMV -> St. Louis,Jan,2.69,winter-spring-peak,>= 1.6x,5
Super Mid,DMV -> St. Louis,Feb,1.47,winter-spring-peak,1.3x-1.6x,4
Super Mid,DMV -> St. Louis,Mar,0.49,winter-spring-peak,< 0.5x,0
Super Mid,DMV -> St. Louis,Apr,1.71,winter-spring-peak,>= 1.6x,5
