AircraftType,corridor,month,seasonality_index,cluster_label,slab,intensity
Light Jet,Phoenix Valley -> Houston,Mar,1.07,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> Houston,Apr,1.14,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> Houston,May,1.35,multi-peak-directional,1.3x-1.6x,4
Light Jet,Phoenix Valley -> Houston,Jun,1.21,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> Houston,Jul,0.21,multi-peak-directional,< 0.5x,0
Light Jet,Phoenix Valley -> Houston,Aug,0.5,multi-peak-directional,0.5x-0.7x,1
Light Jet,Phoenix Valley -> Houston,Sep,1.07,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> Houston,Oct,1.21,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> Houston,Nov,1.21,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> Houston,Dec,1.07,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> LA Basin,Jan,1.05,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> LA Basin,Feb,0.85,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> LA Basin,Mar,0.92,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> LA Basin,Apr,1.25,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> LA Basin,May,1.18,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> LA Basin,Jun,0.72,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> LA Basin,Jul,0.98,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> LA Basin,Aug,0.79,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> LA Basin,Sep,1.11,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> LA Basin,Oct,1.11,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> LA Basin,Nov,0.98,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> LA Basin,Dec,1.05,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> Nashville,Jan,0.87,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> Nashville,Feb,0.65,multi-peak-directional,0.5x-0.7x,1
Light Jet,Phoenix Valley -> Nashville,Mar,1.53,multi-peak-directional,1.3x-1.6x,4
Light Jet,Phoenix Valley -> Nashville,Apr,1.96,multi-peak-directional,>= 1.6x,5
Light Jet,Phoenix Valley -> Nashville,May,1.75,multi-peak-directional,>= 1.6x,5
Light Jet,Phoenix Valley -> Nashville,Jun,0.22,multi-peak-directional,< 0.5x,0
Light Jet,Phoenix Valley -> Nashville,Jul,0.65,multi-peak-directional,0.5x-0.7x,1
Light Jet,Phoenix Valley -> Nashville,Aug,0.87,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> Nashville,Sep,0.44,multi-peak-directional,< 0.5x,0
Light Jet,Phoenix Valley -> Nashville,Oct,1.96,multi-peak-directional,>= 1.6x,5
Light Jet,Phoenix Valley -> Nashville,Nov,0.65,multi-peak-directional,0.5x-0.7x,1
Light Jet,Phoenix Valley -> Nashville,Dec,0.44,multi-peak-directional,< 0.5x,0
Light Jet,Phoenix Valley -> Pittsburgh,Jan,0.57,multi-peak-directional,0.5x-0.7x,1
Light Jet,Phoenix Valley -> Pittsburgh,Feb,1.14,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> Pittsburgh,Mar,0.0,multi-peak-directional,< 0.5x,0
Light Jet,Phoenix Valley -> Pittsburgh,Apr,1.14,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> Pittsburgh,May,0.57,multi-peak-directional,0.5x-0.7x,1
Light Jet,Phoenix Valley -> Pittsburgh,Jun,0.0,multi-peak-directional,< 0.5x,0
Light Jet,Phoenix Valley -> Pittsburgh,Jul,1.14,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> Pittsburgh,Aug,1.71,multi-peak-directional,>= 1.6x,5
Light Jet,Phoenix Valley -> Pittsburgh,Sep,1.71,multi-peak-directional,>= 1.6x,5
Light Jet,Phoenix Valley -> Pittsburgh,Oct,1.71,multi-peak-directional,>= 1.6x,5
Light Jet,Phoenix Valley -> Pittsburgh,Nov,0.57,multi-peak-directional,0.5x-0.7x,1
Light Jet,Phoenix Valley -> Pittsburgh,Dec,1.71,multi-peak-directional,>= 1.6x,5
Light Jet,Phoenix Valley -> Seattle,Jan,0.94,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> Seattle,Feb,0.9,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> Seattle,Mar,0.94,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> Seattle,Apr,0.98,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> Seattle,May,0.98,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> Seattle,Jun,1.06,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> Seattle,Jul,1.06,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> Seattle,Aug,0.98,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> Seattle,Sep,0.78,multi-peak-directional,0.7x-1.0x,2
Light Jet,Phoenix Valley -> Seattle,Oct,1.1,multi-peak-directional,1.0x-1.3x,3
Light Jet,Phoenix Valley -> Seattle,Nov,1.39,multi-peak-directional,1.3x-1.6x,4
Light Jet,Phoenix Valley -> Seattle,Dec,0.9,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Charlotte,Jan,0.41,multi-peak-directional,< 0.5x,0
Light Jet,Pittsburgh -> Charlotte,Feb,0.0,multi-peak-directional,< 0.5x,0
Light Jet,Pittsburgh -> Charlotte,Mar,0.83,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Charlotte,Apr,2.9,multi-peak-directional,>= 1.6x,5
Light Jet,Pittsburgh -> Charlotte,May,1.66,multi-peak-directional,>= 1.6x,5
Light Jet,Pittsburgh -> Charlotte,Jun,0.83,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Charlotte,Jul,0.41,multi-peak-directional,< 0.5x,0
Light Jet,Pittsburgh -> Charlotte,Aug,1.66,multi-peak-directional,>= 1.6x,5
Light Jet,Pittsburgh -> Charlotte,Sep,0.83,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Charlotte,Oct,0.41,multi-peak-directional,< 0.5x,0
Light Jet,Pittsburgh -> Charlotte,Nov,0.83,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Charlotte,Dec,1.24,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> Dallas,Jan,1.37,multi-peak-directional,1.3x-1.6x,4
Light Jet,Pittsburgh -> Dallas,Feb,0.49,multi-peak-directional,< 0.5x,0
Light Jet,Pittsburgh -> Dallas,Mar,1.17,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> Dallas,Apr,0.88,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Dallas,May,0.68,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> Dallas,Jun,1.07,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> Dallas,Jul,0.68,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> Dallas,Aug,0.98,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Dallas,Sep,1.46,multi-peak-directional,1.3x-1.6x,4
Light Jet,Pittsburgh -> Dallas,Oct,0.98,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Dallas,Nov,1.17,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> Dallas,Dec,1.07,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> Denver,Jan,0.55,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> Denver,Feb,1.53,multi-peak-directional,1.3x-1.6x,4
Light Jet,Pittsburgh -> Denver,Mar,0.76,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Denver,Apr,0.55,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> Denver,May,0.98,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Denver,Jun,1.2,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> Denver,Jul,0.87,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Denver,Aug,1.2,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> Denver,Sep,1.42,multi-peak-directional,1.3x-1.6x,4
Light Jet,Pittsburgh -> Denver,Oct,0.98,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Denver,Nov,1.09,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> Denver,Dec,0.87,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Houston,Jan,0.92,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Houston,Feb,2.08,multi-peak-directional,>= 1.6x,5
Light Jet,Pittsburgh -> Houston,Mar,0.69,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> Houston,Apr,0.69,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> Houston,May,0.46,multi-peak-directional,< 0.5x,0
Light Jet,Pittsburgh -> Houston,Jun,0.92,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> Houston,Jul,0.69,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> Houston,Aug,1.38,multi-peak-directional,1.3x-1.6x,4
Light Jet,Pittsburgh -> Houston,Sep,0.69,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> Houston,Oct,1.85,multi-peak-directional,>= 1.6x,5
Light Jet,Pittsburgh -> Houston,Nov,1.15,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> Houston,Dec,0.46,multi-peak-directional,< 0.5x,0
Light Jet,Pittsburgh -> San Antonio,Jan,1.0,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> San Antonio,Feb,1.33,multi-peak-directional,1.3x-1.6x,4
Light Jet,Pittsburgh -> San Antonio,Mar,0.33,multi-peak-directional,< 0.5x,0
Light Jet,Pittsburgh -> San Antonio,Apr,1.67,multi-peak-directional,>= 1.6x,5
Light Jet,Pittsburgh -> San Antonio,May,1.0,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> San Antonio,Jun,0.67,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> San Antonio,Jul,0.67,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> San Antonio,Aug,3.0,multi-peak-directional,>= 1.6x,5
Light Jet,Pittsburgh -> San Antonio,Sep,0.67,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> San Antonio,Oct,1.0,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> San Antonio,Nov,0.0,multi-peak-directional,< 0.5x,0
Light Jet,Pittsburgh -> San Antonio,Dec,0.67,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> St. Louis,Jan,0.63,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> St. Louis,Feb,1.1,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> St. Louis,Mar,0.94,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> St. Louis,Apr,0.94,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> St. Louis,May,0.71,multi-peak-directional,0.7x-1.0x,2
Light Jet,Pittsburgh -> St. Louis,Jun,1.02,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> St. Louis,Jul,1.02,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> St. Louis,Aug,0.55,multi-peak-directional,0.5x-0.7x,1
Light Jet,Pittsburgh -> St. Louis,Sep,1.57,multi-peak-directional,1.3x-1.6x,4
Light Jet,Pittsburgh -> St. Louis,Oct,1.49,multi-peak-directional,1.3x-1.6x,4
Light Jet,Pittsburgh -> St. Louis,Nov,1.02,multi-peak-directional,1.0x-1.3x,3
Light Jet,Pittsburgh -> St. Louis,Dec,1.02,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Atlanta,Jan,0.47,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> Atlanta,Feb,0.87,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Atlanta,Mar,0.64,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> Atlanta,Apr,1.51,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Atlanta,May,0.7,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Atlanta,Jun,0.82,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Atlanta,Jul,0.93,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Atlanta,Aug,0.93,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Atlanta,Sep,0.93,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Atlanta,Oct,1.46,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Atlanta,Nov,1.57,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Atlanta,Dec,1.17,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Bay Area,Jan,0.44,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> Bay Area,Feb,0.73,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Bay Area,Mar,0.88,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Bay Area,Apr,1.46,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Bay Area,May,1.46,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Bay Area,Jun,1.17,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Bay Area,Jul,1.17,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Bay Area,Aug,1.76,multi-peak-directional,>= 1.6x,5
Light Jet,San Antonio -> Bay Area,Sep,0.73,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Bay Area,Oct,1.17,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Bay Area,Nov,0.44,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> Bay Area,Dec,0.59,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> Charlotte,Jan,0.43,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> Charlotte,Feb,0.11,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> Charlotte,Mar,0.76,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Charlotte,Apr,2.59,multi-peak-directional,>= 1.6x,5
Light Jet,San Antonio -> Charlotte,May,0.43,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> Charlotte,Jun,1.08,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Charlotte,Jul,0.97,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Charlotte,Aug,0.76,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Charlotte,Sep,0.97,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Charlotte,Oct,1.84,multi-peak-directional,>= 1.6x,5
Light Jet,San Antonio -> Charlotte,Nov,1.19,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Charlotte,Dec,0.86,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> DMV,Jan,0.97,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> DMV,Feb,0.58,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> DMV,Mar,0.39,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> DMV,Apr,2.32,multi-peak-directional,>= 1.6x,5
Light Jet,San Antonio -> DMV,May,1.16,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> DMV,Jun,0.58,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> DMV,Jul,0.77,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> DMV,Aug,0.77,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> DMV,Sep,0.0,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> DMV,Oct,2.13,multi-peak-directional,>= 1.6x,5
Light Jet,San Antonio -> DMV,Nov,0.77,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> DMV,Dec,1.55,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Denver,Jan,1.1,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Denver,Feb,0.83,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Denver,Mar,1.23,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Denver,Apr,0.48,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> Denver,May,0.6,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> Denver,Jun,1.07,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Denver,Jul,1.1,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Denver,Aug,1.2,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Denver,Sep,1.18,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Denver,Oct,1.08,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Denver,Nov,0.7,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Denver,Dec,1.43,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Detroit,Jan,1.31,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Detroit,Feb,0.75,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Detroit,Mar,1.12,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Detroit,Apr,1.31,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Detroit,May,0.94,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Detroit,Jun,0.94,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Detroit,Jul,0.75,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Detroit,Aug,0.75,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Detroit,Sep,1.31,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Detroit,Oct,1.12,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Detroit,Nov,0.38,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> Detroit,Dec,1.31,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Houston,Jan,0.33,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> Houston,Feb,0.67,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> Houston,Mar,0.33,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> Houston,Apr,1.0,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Houston,May,1.0,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Houston,Jun,1.0,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Houston,Jul,1.67,multi-peak-directional,>= 1.6x,5
Light Jet,San Antonio -> Houston,Aug,0.33,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> Houston,Sep,0.33,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> Houston,Oct,2.0,multi-peak-directional,>= 1.6x,5
Light Jet,San Antonio -> Houston,Nov,1.33,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Houston,Dec,2.0,multi-peak-directional,>= 1.6x,5
Light Jet,San Antonio -> Minneapolis,Jan,1.16,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Minneapolis,Feb,0.52,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> Minneapolis,Mar,0.77,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Minneapolis,Apr,1.16,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Minneapolis,May,2.06,multi-peak-directional,>= 1.6x,5
Light Jet,San Antonio -> Minneapolis,Jun,0.52,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> Minneapolis,Jul,1.16,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Minneapolis,Aug,0.77,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Minneapolis,Sep,0.65,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> Minneapolis,Oct,1.55,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Minneapolis,Nov,1.03,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Minneapolis,Dec,0.65,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> Nashville,Jan,0.68,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> Nashville,Feb,0.57,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> Nashville,Mar,0.79,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Nashville,Apr,1.81,multi-peak-directional,>= 1.6x,5
Light Jet,San Antonio -> Nashville,May,1.02,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Nashville,Jun,1.02,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Nashville,Jul,0.91,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Nashville,Aug,1.02,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Nashville,Sep,1.13,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Nashville,Oct,1.36,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Nashville,Nov,0.68,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> Nashville,Dec,1.02,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> New York City,Jan,0.3,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> New York City,Feb,1.05,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> New York City,Mar,0.75,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> New York City,Apr,1.35,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> New York City,May,1.35,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> New York City,Jun,1.05,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> New York City,Jul,0.3,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> New York City,Aug,1.05,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> New York City,Sep,1.05,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> New York City,Oct,1.5,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> New York City,Nov,1.35,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> New York City,Dec,0.9,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Philadelphia,Jan,1.16,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Philadelphia,Feb,0.77,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Philadelphia,Mar,0.39,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> Philadelphia,Apr,1.94,multi-peak-directional,>= 1.6x,5
Light Jet,San Antonio -> Philadelphia,May,0.77,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Philadelphia,Jun,0.77,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Philadelphia,Jul,1.55,multi-peak-directional,1.3x-1.6x,4
Light Jet,San Antonio -> Philadelphia,Aug,0.77,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> Philadelphia,Sep,1.16,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Philadelphia,Oct,1.16,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Philadelphia,Nov,1.16,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> Philadelphia,Dec,0.39,multi-peak-directional,< 0.5x,0
Light Jet,San Antonio -> St. Louis,Jan,1.07,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> St. Louis,Feb,0.57,multi-peak-directional,0.5x-0.7x,1
Light Jet,San Antonio -> St. Louis,Mar,1.07,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> St. Louis,Apr,1.29,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> St. Louis,May,0.79,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> St. Louis,Jun,0.86,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> St. Louis,Jul,1.0,multi-peak-directional,1.0x-1.3x,3
Light Jet,San Antonio -> St. Louis,Aug,0.93,multi-peak-directional,0.7x-1.0x,2
Light Jet,San Antonio -> St. Louis,Sep,0.57,multi-peak-directional,0.5x-0.7x,1
